,card_id,data_collector,site,collection_date,n_scm_i_m,n_scm_i_f,n_scm_o_m,n_scm_o_f,n_d_florilega_i,n_d_florilega_o,total_scm,landscape_type,farm,placement
2292,7293,Shea Crowther,CUR_FIE_IN,2023-11-21,,,,,,,,Field,CURC,In
2293,7294,Shea Crowther,DIP_PAT,2023-11-28,,,,,,,,Field,Patterson,Out
2294,7295,Shea Crowther,DIP_PAT,2023-11-28,,,,,,,,Field,Patterson,Out
2295,7296,Shea Crowther,PAT_FIE_IN,2023-11-28,,,,,,,,Field,Patterson,In
2296,7297,Shea Crowther,DIP_FLE,2023-11-28,,,,,,,,Field,Fleming,Out
2297,7298,Shea Crowther,DIP_FLE,2023-11-28,,,,,,,,Field,Fleming,Out
2298,7299,Shea Crowther,FLE_FIE_IN,2023-11-28,,,,,,,,Field,Fleming,In
2299,7300,Shea Crowther,FLE_FOR_IN,2023-11-28,,,,,,,,Forest,Fleming,In
2300,7301,Shea Crowther,FLE_FOR_OUT,2023-11-28,,,,,,,,Forest,Fleming,Out
2301,7302,Shea Crowther,DIP_CUR,2023-11-28,,,,,,,,Field,CURC,Out
2302,7303,Shea Crowther,DIP_CUR,2023-11-28,,,,,,,,Field,CURC,Out
2303,7304,Shea Crowther,CUR_FIE_IN,2023-11-28,,,,,,,,Field,CURC,In
2398,7399,Alexa Stratton,DIP_CUR,2023-12-06,,,,,,,,Field,CURC,Out
2399,7400,Alexa Stratton,DIP_CUR,2023-12-12,,,,,,,,Field,CURC,Out
2400,7401,Alexa Stratton,DIP_CUR,2023-12-19,,,,,,,,Field,CURC,Out
2401,7402,Alexa Stratton,DIP_CUR,2024-01-10,,,,,,,,Field,CURC,Out
2402,7403,Alexa Stratton,DIP_CUR,2023-01-16,,,,,,,,Field,CURC,Out
2403,7404,Alexa Stratton,DIP_CUR,2023-01-23,,,,,,,,Field,CURC,Out
